Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,trans_year,edad,val_trans_date,val_dob,val_amt,val_gender,val_is_fraud,val_amt_semantica,val_edad,val_lat_rango,val_long_rango,registro_valido,observaciones
362744,,4661996144291811856,"fraud_Moore, Dibbert and Koepp",misc_net,42.21,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,1963-08-04,073e1dc01f024235bac8fb5f5d296123,1383976139,41.815741,-80.117685,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
59313,,4952583804639909,fraud_Stracke-Lemke,grocery_pos,127.2,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,949a457e253b44e800a9ffe7003c0dd3,1373603137,40.936662,-80.53641,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
340298,,371683116218417,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,5.22,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,2ecc549ad0e80e28101478ced847f56d,1383121066,39.996697,-73.755876,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
433331,,4839615922685395,fraud_Murray-Smitham,grocery_pos,144.89,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,ffcb69f74e7248d9efe114a7c72a3666,1386231654,39.126135,-85.593568,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
487659,,4089096483689733451,fraud_Lynch Ltd,shopping_pos,206.0,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,c06ced7be531869931eef8820403493e,1387208876,31.88288,-94.117197,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
169853,,4514242065619750,"fraud_Schiller, Blanda and Johnson",home,81.54,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,fd03bbde83f679fe9729afd6dcdab03f,1376918191,41.423412,-105.561451,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
405088,,30199621383748,fraud_Shields-Wunsch,health_fitness,34.34,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,fbfb50a7de3bb925a08a647909e8dadd,1385594446,34.044204,-97.094387,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
113870,,4294040533480516,fraud_Cummings LLC,gas_transport,58.25,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,1de402c4aad01bd423aac9327e3e6caa,1375241318,33.763378,-81.15645400000001,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
180419,,372509258176510,fraud_Abshire PLC,entertainment,113.8,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,0f6b653467314831d305c084953bb8c6,1377291151,41.954107,-82.973869,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
504289,,30408301059761,fraud_Turner LLC,travel,4.38,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,1973-10-09,8c3fd55d45ec684c7565286d48100532,1387571767,34.233674,-80.951465,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
327281,,6011381817520024,fraud_Medhurst PLC,shopping_net,6.5,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,226935a0b89d9b0affa0a4948c3035b4,1382648926,41.140614,-104.672583,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
505273,,30044330818990,fraud_Morissette-Schaefer,personal_care,7.66,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,b66f4d1391d0b9a00c449c6196b6a15b,1387583737,26.287201,-81.173775,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
377092,,4658117080136,fraud_Hickle Group,shopping_pos,7.84,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,abef6c67be2844f0a7c1d7b38c417006,1384529900,35.800258,-108.217653,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
451792,,3564839259330465,fraud_Yost-Rogahn,personal_care,32.81,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,265f9600b5e5b74a64b92862a0be5982,1386520119,37.691858,-123.01148700000002,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
534672,,6011329966782895,fraud_Bahringer Group,health_fitness,19.03,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,51bec443c9165f3c702c879cf2c33571,1388159926,36.275786,-95.511581,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
356893,,4334230547694630,fraud_Abshire PLC,entertainment,19.85,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,df32d1f37653497ccef0e3abcdd84d40,1383757891,43.927823,-111.879218,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
336979,,3567527758368741,fraud_Dach-Borer,grocery_net,37.77,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,24c240bf32a012710fa7f07acb3cdb46,1382945348,31.255145,-100.86504,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
512486,,676372984911,fraud_Kling Inc,gas_transport,49.79,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,cf39070cd201d4140d7350600f914014,1387684358,39.960601,-97.946173,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
525381,,6517217825320610,fraud_Jast Ltd,shopping_net,4.43,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,21f2ae535a39097659a46b7ef2039f57,1387969706,30.989790000000003,-90.716688,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
328596,,3521417320836166,fraud_Windler LLC,kids_pets,80.19,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,62f314eaac6b58b49c2d33aed0bfbf72,1382703381,39.633933,-86.024137,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
454646,,5359543825610251,"fraud_Schaefer, Maggio and Daugherty",gas_transport,74.68,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,81a8495540ddcf34de55cca0e4eb5b0f,1386564073,44.994609,-110.911611,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
89892,,213178765398315,fraud_Goyette-Herzog,travel,4.84,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,a479064b9acfcd37b614a61cc6a5cfe9,1374449947,43.952963,-108.554846,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
48517,,4997733566924489,"fraud_Heathcote, Yost and Kertzmann",shopping_net,4.49,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,d6128ab7b1b3d89d09ad3a3a35a6570d,1373212617,43.995637,-92.077391,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
79705,,3543591270174051,fraud_Luettgen PLC,gas_transport,66.76,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,d96958d06bbcbdae54aa170c936c31f3,1374228234,39.863576,-78.569676,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
147222,,36722699017270,fraud_Kemmer-Buckridge,misc_pos,21.86,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,8672f9c2dd0cbade577cc2fefab7eb67,1376222135,32.981611,-111.974903,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
382933,,180031190491743,"fraud_Konopelski, Schneider and Hartmann",food_dining,45.02,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,984b839b8ec08516e21b86c457527b38,1384695292,31.146409,-88.135539,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
182395,,4861310130652566408,fraud_DuBuque LLC,grocery_pos,248.24,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,96639ab4462f6b6bacc276e17f0fc770,1377340888,29.952493,-90.603721,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
77173,,3560318482131952,fraud_Kub-Heaney,health_fitness,53.31,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,ae245a9ade17eb156912f72b7a322883,1374149427,34.792683000000004,-88.027335,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
387827,,4383521454815,"fraud_Tillman, Fritsch and Schmitt",misc_net,38.27,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,2e61ea508973b6028a3e5d0c4fe78d20,1384914361,40.607333,-85.89431,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
37603,,3547574373318979,fraud_Collier LLC,home,27.59,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,c576c8576fc85648261eae442906627d,1372952860,39.773149,-87.603532,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
533241,,346208242862904,fraud_Kling Inc,gas_transport,100.04,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",1961-05-13,a79ee6ac786277d39b6c51f502ab6376,1388138927,41.628789000000005,-74.968535,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
445680,,4079773899158,fraud_Deckow-Dare,food_dining,62.49,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,fcc6ef64eb47fbb1b4fcf131a34e15ca,1386435218,44.067448,-116.112337,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
444680,,30273037698427,fraud_Friesen-Ortiz,personal_care,64.41,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,d6359445b6563c53fec24704ecb5a2ab,1386424563,34.768414,-91.088997,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
167585,,2720433095629877,fraud_Sawayn PLC,shopping_pos,2.74,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,587639ebc06ee0c5ee3f72b850bf209b,1376844857,44.769611,-69.92255,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
485350,,4092452671396169678,"fraud_Haley, Batz and Auer",health_fitness,11.29,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,8bccb51fa6e585c6baa809cd2a045f55,1387145753,33.501804,-78.854186,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
360627,,3597337756918966,"fraud_Lang, Towne and Schuppe",kids_pets,61.91,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1952-03-08,cedc5da2793e1044b1eb6326fcb862ce,1383916450,39.704036,-76.24329499999999,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
146691,,374497717543058,fraud_Nader-Heller,misc_net,141.36,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,9be33346e2e8fa42def048dad16fcb93,1376207518,47.834718,-100.080577,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
419455,,4736845434667908128,fraud_Hackett Group,travel,9.24,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,f7c11bc630bd934163aa11d95f171a45,1385909208,44.73573,-74.416395,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
261173,,503848303379,fraud_Padberg-Sauer,home,11.94,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,254b9e2b614f24c7e8b79c04f7192a7e,1380128472,26.096091,-82.441806,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
417056,,4809701904914,fraud_Cummings Group,grocery_net,70.01,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,9075466e3ae8a8a05e9c1f0b6db6dbb7,1385871873,32.875091999999995,-84.593876,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
309021,,30103132002433,fraud_Schumm PLC,health_fitness,90.05,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,9718ba6dc78dc1f9f87761e7f372937b,1381939286,41.761574,-78.811412,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
464187,,676102124465,fraud_Harris Group,food_dining,130.43,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,477bc8c47b6e18559beb224aa0d18321,1386802342,38.656055,-123.07438700000002,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
278878,,3586008444788268,"fraud_Roob, Conn and Tremblay",shopping_pos,41.21,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,8b2e2b35653a75040e53c957c9e0425b,1380813394,47.833993,-122.143073,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
440372,,4079773899158,"fraud_Ledner, Hartmann and Feest",health_fitness,50.42,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,cd68fcee5b9c9c0df2ad0df113b9f1bb,1386359765,44.55007,-116.855827,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
522729,,4988304376504,"fraud_Hagenes, Kohler and Hoppe",food_dining,57.01,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,74768be59026d77822d457bcf5c93df3,1387900798,40.945975,-74.71279399999999,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
445077,,4640395708703,fraud_Gulgowski LLC,home,152.31,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,502fd791a22b8c6dd77c9168757ac257,1386428730,29.984755,-91.309956,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
82605,,4972228199573984,fraud_Kiehn Inc,grocery_pos,125.27,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,c64ef6549fee5cb077c3a94dcf7d62ab,1374295793,34.889627000000004,-95.797176,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
434411,,676195318214,fraud_Rempel Inc,shopping_net,6.67,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,f1fae79082190a818d08d77da2df63c9,1386256058,29.741375,-95.931046,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
396659,,4792627764422477317,"fraud_Schumm, McLaughlin and Carter",food_dining,80.1,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,e3f209b29192e76b31a0dfdada549bfc,1385239520,39.852041,-95.169774,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
440182,,502049568400,fraud_Padberg-Rogahn,entertainment,10.07,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,2d0f5f6027ca1a0fb5c214ca3ce29854,1386357030,42.301793,-73.035534,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
109995,,4761403817546679245,fraud_Barton Inc,grocery_pos,90.42,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,91148cbb292ee56cb08659f1940a3503,1375070582,36.327741,-92.447218,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
349926,,3541554378551366,fraud_Bins-Rice,gas_transport,79.2,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,6d57bf0e64cee08a695597c8294e8b75,1383456108,36.925082,-75.984705,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
216840,,4497913965512794052,"fraud_Turner, Ziemann and Lehner",food_dining,21.94,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,1955-11-07,3a4e058ffc809ee78e714aee2ca15973,1378474261,35.231757,-79.980828,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
13885,,4629451965224809,fraud_Mante Group,misc_net,18.95,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,cebe217e76b9c736bc7cf1e015294548,1372203817,31.029279,-82.76441700000001,0,,,False,True,True,True,True,True,False,True,True,False,Fecha transacción inválida | Edad fuera de rango (18-120)
